film,no,song,singer,lyricist,composer,duration
Anchu Sundarikal,5,"""Pathinezhilethiya""",S. Janaki,Yusufali Kechery,,
Anchu Sundarikal,6,"""Sindooracheppilum Kandilla""",K. J. Yesudas,Yusufali Kechery,,
Android Kunjappan Version 5.25,1,"""Kayarillaa Kettilpettu""",Mithun Jayaraj,B. K. Harinarayanan,,3:32
Android Kunjappan Version 5.25,2,"""Pularaan Neram""",Sooraj Santhosh,B. K. Harinarayanan,,3:26
Android Kunjappan Version 5.25,3,"""Shilayude Maatile""",Vipinlal,B. K. Harinarayanan,,3:19
Android Kunjappan Version 5.25,4,"""Ormappoove Poru""","G. Sreeram, Vrinda Shameek",A. C. Sreehari,,3:04
Angachamayam,1,"""Ilam Pennin""",P. Jayachandran,Mankombu Gopalakrishnan,,
Angachamayam,2,"""Manjurukum""",K. J. Yesudas,Mankombu Gopalakrishnan,,
Angachamayam,3,"""Then Churathi""",P. Madhuri,Mankombu Gopalakrishnan,,
Angadi,1,"""Allaane Umma"" (Bit)",K. J. Yesudas,Bichu Thirumala,,
Angadi,2,"""Kannippalunke Ponninkinaave""","P. Susheela , Chorus",Bichu Thirumala,,4:38
Angadi,3,"""Kannum Kannum Thammil""","K. J. Yesudas, S. Janaki",Bichu Thirumala,,4:54
Angadi,4,"""Life Is Just Like""","S. Janaki, Jomon",Bichu Thirumala,,
Angadi,5,"""Onavillin Thaalavum""",Vani Jairam,Bichu Thirumala,,4:40
Angadi,6,"""Paavaada Venam Melaada Venam""",K. J. Yesudas,Bichu Thirumala,,3:58
Angadikkappurathu,1,"""Azhakinoraaraadhana""",Krishnachandran,Bichu Thirumala,,
Angadikkappurathu,2,"""Mailaanchichodikalil""","K. J. Yesudas , K. S. Chithra",Bichu Thirumala,,
Angadikkappurathu,3,"""Pokaathe Pokaathe""","Bichu Thirumala, P. Jayachandran , Krishnachandran",Bichu Thirumala,,
Angadikkappurathu,4,"""Thooventhooval""","K. S. Chithra, Unni Menon",Bichu Thirumala,,
Angakkuri,1,"""Mani Muzhangi Kovil""",Vani Jairam,Bichu Thirumala,,
Angakkuri,2,"""Maram Chaadi Nadannoru""",K. J. Yesudas,Bichu Thirumala,,
Angakkuri,3,"""Somabimba Vadana""",S. Janaki,Bichu Thirumala,,
Angam,1,"""Maankannu Thudichu",P. Jayachandran,Pappanamkodu Lakshmanan,,
Angam,2,"""Sharathkaalangal Ithal Choodunnatho""","P. Jayachandran , Vani Jairam",Pappanamkodu Lakshmanan,,
Angathattu,1,"""Allimalarkkaavil""",P. Madhuri,Vayalar Ramavarma,,
Angathattu,2,"""Anganamar Moule""",K. J. Yesudas,Vayalar Ramavarma,,
Angathattu,3,"""Ankathattukaluyarnna Naadu""","P. Leela , P. Madhuri, Ayiroor Sadasivan",Vayalar Ramavarma,,
Angathattu,4,"""Swapnalekhe Ninte""","P. Jayachandran , P. Madhuri",Vayalar Ramavarma,,
Angathattu,5,"""Thankappavan Kinnam""",P. Madhuri,Vayalar Ramavarma,,
Angathattu,6,"""Valluvanaattile""","K. J. Yesudas, P. Madhuri",Vayalar Ramavarma,,
Angel John,1,"""Makane""","Franco , Rajesh Vijay","Ouseppachan , S. L. Puram Jayasurya, Manaf",,
Angel John,2,"""Thirakkumbol""","Franco, Hariharan",Subhash Varma,,
